lowlevel.silence_rate_20dB.mean,lowlevel.silence_rate_20dB.stdev,lowlevel.silence_rate_30dB.mean,lowlevel.silence_rate_30dB.stdev,lowlevel.silence_rate_60dB.mean,lowlevel.silence_rate_60dB.stdev,lowlevel.spectral_flux.mean,lowlevel.spectral_flux.stdev,lowlevel.spectral_rms.mean,lowlevel.spectral_rms.stdev,metadata.audio_properties.replay_gain.mean,metadata.audio_properties.replay_gain.stdev,lowlevel.gfcc.mean.0,lowlevel.gfcc.mean.1,lowlevel.gfcc.mean.2,lowlevel.gfcc.mean.3,lowlevel.gfcc.mean.4,lowlevel.gfcc.mean.5,lowlevel.gfcc.mean.6,lowlevel.gfcc.mean.7,lowlevel.gfcc.mean.8,lowlevel.gfcc.mean.9,lowlevel.gfcc.mean.10,lowlevel.gfcc.mean.11,lowlevel.gfcc.mean.12,lowlevel.gfcc.stdev.0,lowlevel.gfcc.stdev.1,lowlevel.gfcc.stdev.2,lowlevel.gfcc.stdev.3,lowlevel.gfcc.stdev.4,lowlevel.gfcc.stdev.5,lowlevel.gfcc.stdev.6,lowlevel.gfcc.stdev.7,lowlevel.gfcc.stdev.8,lowlevel.gfcc.stdev.9,lowlevel.gfcc.stdev.10,lowlevel.gfcc.stdev.11,lowlevel.gfcc.stdev.12,lowlevel.melbands.mean.0,lowlevel.melbands.mean.1,lowlevel.melbands.mean.2,lowlevel.melbands.mean.3,lowlevel.melbands.mean.4,lowlevel.melbands.mean.5,lowlevel.melbands.mean.6,lowlevel.melbands.mean.7,lowlevel.melbands.mean.8,lowlevel.melbands.mean.9,lowlevel.melbands.mean.10,lowlevel.melbands.mean.11,lowlevel.melbands.mean.12,lowlevel.melbands.mean.13,lowlevel.melbands.mean.14,lowlevel.melbands.mean.15,lowlevel.melbands.mean.16,lowlevel.melbands.mean.17,lowlevel.melbands.mean.18,lowlevel.melbands.mean.19,lowlevel.melbands.mean.20,lowlevel.melbands.mean.21,lowlevel.melbands.mean.22,lowlevel.melbands.mean.23,lowlevel.melbands.mean.24,lowlevel.melbands.mean.25,lowlevel.melbands.mean.26,lowlevel.melbands.mean.27,lowlevel.melbands.mean.28,lowlevel.melbands.mean.29,lowlevel.melbands.mean.30,lowlevel.melbands.mean.31,lowlevel.melbands.mean.32,lowlevel.melbands.mean.33,lowlevel.melbands.mean.34,lowlevel.melbands.mean.35,lowlevel.melbands.mean.36,lowlevel.melbands.mean.37,lowlevel.melbands.mean.38,lowlevel.melbands.mean.39,lowlevel.melbands.stdev.0,lowlevel.melbands.stdev.1,lowlevel.melbands.stdev.2,lowlevel.melbands.stdev.3,lowlevel.melbands.stdev.4,lowlevel.melbands.stdev.5,lowlevel.melbands.stdev.6,lowlevel.melbands.stdev.7,lowlevel.melbands.stdev.8,lowlevel.melbands.stdev.9,lowlevel.melbands.stdev.10,lowlevel.melbands.stdev.11,lowlevel.melbands.stdev.12,lowlevel.melbands.stdev.13,lowlevel.melbands.stdev.14,lowlevel.melbands.stdev.15,lowlevel.melbands.stdev.16,lowlevel.melbands.stdev.17,lowlevel.melbands.stdev.18,lowlevel.melbands.stdev.19,lowlevel.melbands.stdev.20,lowlevel.melbands.stdev.21,lowlevel.melbands.stdev.22,lowlevel.melbands.stdev.23,lowlevel.melbands.stdev.24,lowlevel.melbands.stdev.25,lowlevel.melbands.stdev.26,lowlevel.melbands.stdev.27,lowlevel.melbands.stdev.28,lowlevel.melbands.stdev.29,lowlevel.melbands.stdev.30,lowlevel.melbands.stdev.31,lowlevel.melbands.stdev.32,lowlevel.melbands.stdev.33,lowlevel.melbands.stdev.34,lowlevel.melbands.stdev.35,lowlevel.melbands.stdev.36,lowlevel.melbands.stdev.37,lowlevel.melbands.stdev.38,lowlevel.melbands.stdev.39,lowlevel.mfcc.mean.0,lowlevel.mfcc.mean.1,lowlevel.mfcc.mean.2,lowlevel.mfcc.mean.3,lowlevel.mfcc.mean.4,lowlevel.mfcc.mean.5,lowlevel.mfcc.mean.6,lowlevel.mfcc.mean.7,lowlevel.mfcc.mean.8,lowlevel.mfcc.mean.9,lowlevel.mfcc.mean.10,lowlevel.mfcc.mean.11,lowlevel.mfcc.mean.12,lowlevel.mfcc.stdev.0,lowlevel.mfcc.stdev.1,lowlevel.mfcc.stdev.2,lowlevel.mfcc.stdev.3,lowlevel.mfcc.stdev.4,lowlevel.mfcc.stdev.5,lowlevel.mfcc.stdev.6,lowlevel.mfcc.stdev.7,lowlevel.mfcc.stdev.8,lowlevel.mfcc.stdev.9,lowlevel.mfcc.stdev.10,lowlevel.mfcc.stdev.11,lowlevel.mfcc.stdev.12,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.mean.1,lowlevel.spectral_contrast_valleys.mean.2,lowlevel.spectral_contrast_valleys.mean.3,lowlevel.spectral_contrast_valleys.mean.4,lowlevel.spectral_contrast_valleys.mean.5,lowlevel.spectral_contrast_valleys.stdev.0,lowlevel.spectral_contrast_valleys.stdev.1,lowlevel.spectral_contrast_valleys.stdev.2,lowlevel.spectral_contrast_valleys.stdev.3,lowlevel.spectral_contrast_valleys.stdev.4,lowlevel.spectral_contrast_valleys.stdev.5,arousal.arousal,valence.valence
0.862962961,0.343886852,0.559259236,0.496475816,0.022222223,0.147406131,0.069559954,0.08622916,0.002456421,0.00274713,-7.376590729,0,-165.53339,140.75449,-147.86928,15.319625,-70.3568,-23.019566,-30.416967,-9.446494,-14.870448,-4.5052695,-4.7313695,-10.346146,-0.37514958,144.43098,61.426037,28.605005,16.589142,21.18363,20.169167,14.595648,11.559862,10.119516,9.176517,9.115275,11.000548,7.628278,3.66303E-05,0.000148476,0.000368153,0.000965122,0.000622951,0.000721572,0.000615396,0.000193367,0.000133107,9.04925E-05,5.32093E-05,2.68096E-05,2.01206E-05,1.70263E-05,1.7447E-05,1.20021E-05,6.36565E-06,5.96686E-06,5.87783E-06,4.86216E-06,3.67068E-06,2.68737E-06,2.06919E-06,1.86151E-06,1.81621E-06,1.50697E-06,2.08432E-06,1.37394E-06,6.35691E-07,4.81232E-07,3.50572E-07,2.95578E-07,8.15764E-07,2.24573E-07,1.1528E-07,1.16961E-07,1.05562E-07,5.43164E-08,5.01386E-08,1.43356E-08,0.000164512,0.000495588,0.001135542,0.003697829,0.002334543,0.002085037,0.001578862,0.000541809,0.000378936,0.000257236,0.000153384,6.04166E-05,4.56856E-05,4.22207E-05,7.73154E-05,4.41394E-05,1.35239E-05,1.67433E-05,2.2778E-05,1.0931E-05,6.59172E-06,6.22851E-06,4.69201E-06,4.5866E-06,4.56409E-06,3.51682E-06,7.86593E-06,4.78451E-06,1.91567E-06,1.06573E-06,6.60903E-07,1.09775E-06,4.51982E-06,7.97194E-07,4.52192E-07,6.84141E-07,7.42682E-07,2.3018E-07,2.3868E-07,5.57159E-08,-789.6599,170.3447,-28.166851,28.105299,-22.563545,-11.03145,-11.534071,-12.168145,-7.9675503,-0.25840935,-8.297041,2.7610643,-4.216183,108.10539,52.2222,28.429258,18.814919,10.279992,10.652524,14.651139,11.2886305,9.062376,7.9710793,9.650403,10.398983,13.130936,-6.3310924,-5.9661326,-7.028709,-7.695588,-8.523164,-11.132689,1.6927294,1.7618768,1.6239597,1.5384845,1.5190934,1.2281971,0.624072547,-0.69991756
1,0,0.022727273,0.14903231,0.015151516,0.12215554,0.059082694,0.014798337,0.003673254,0.000715101,-2.598129272,0,21.486778,24.172361,-112.898155,-11.829177,-59.189163,8.326894,-30.334465,14.417145,-24.695333,9.570611,-26.080877,-1.1360399,-14.464913,124.720764,28.958748,15.937361,11.915648,9.332664,8.263887,9.568745,9.608127,8.175491,7.326524,8.8136635,7.2727823,6.449623,6.35273E-05,9.30424E-05,0.000121269,9.08829E-05,6.2532E-05,0.000179644,0.000139183,8.92082E-05,0.000187526,0.000945593,0.000273362,7.71647E-05,5.70963E-05,5.64965E-05,4.59059E-05,0.000137743,3.06916E-05,2.50553E-05,3.34828E-05,1.65667E-05,3.64892E-05,1.06177E-05,8.23727E-06,1.00464E-05,6.02035E-06,7.98204E-06,1.5176E-05,4.45355E-06,6.84847E-06,5.11593E-06,5.65107E-06,2.79916E-06,2.35199E-06,1.88789E-06,2.06646E-06,2.09281E-06,1.40109E-06,1.33933E-06,1.33564E-06,1.66326E-06,8.48264E-05,0.000112855,8.49264E-05,8.64396E-05,5.49221E-05,0.000201705,0.000140522,0.00012991,0.000209925,0.00095884,0.000212245,8.15048E-05,5.08202E-05,6.22074E-05,3.78311E-05,0.000157129,3.24505E-05,2.7261E-05,2.87739E-05,1.26825E-05,6.16164E-05,9.05055E-06,8.89894E-06,9.48233E-06,5.30493E-06,8.28603E-06,2.10539E-05,6.82462E-06,7.84532E-06,7.45253E-06,6.1419E-06,4.94056E-06,2.98413E-06,2.42375E-06,2.86343E-06,1.96991E-06,1.45902E-06,1.33041E-06,1.32449E-06,1.53878E-06,-629.95844,88.71158,-11.298924,-7.759284,-11.813849,-5.402759,-1.0454261,-1.8874264,5.5869985,6.099015,0.6504567,-2.3799393,-5.121596,84.78821,22.567987,9.534095,10.3014145,7.201182,7.7465367,7.728207,7.391881,10.16208,7.717185,6.278916,6.554059,7.5937333,-5.8758388,-5.663533,-6.058826,-6.5710783,-7.2995944,-7.7985563,1.2889448,1.3414111,1.2591479,1.1963178,1.2139266,1.0252078,0.902720528,-0.952184666
1,0,1,0,0.015151516,0.12215554,0.005736636,0.001767149,0.000266029,7.70323E-05,20.55003357,0,-293.9924,-57.496445,-96.65082,40.65909,-35.802673,26.496935,-15.411406,33.168385,-25.042112,5.0222073,-20.774029,23.798439,-7.294358,91.8453,16.244612,16.540556,18.251152,10.235798,11.431019,10.052152,10.023573,10.517479,8.146263,10.593553,9.352715,9.505463,3.7455E-06,2.81397E-07,5.04246E-08,2.97861E-08,2.62523E-08,1.79859E-08,1.15471E-08,1.2438E-08,4.19565E-08,3.32629E-07,5.37333E-07,4.41809E-07,1.32646E-07,1.43844E-07,8.40163E-08,2.89031E-08,2.6189E-08,3.82206E-08,3.35328E-08,4.94042E-08,1.40608E-07,1.38168E-07,3.12844E-08,5.87205E-08,3.33519E-07,2.14787E-07,4.85886E-08,6.18961E-08,3.14529E-08,4.16841E-08,5.85075E-08,3.827E-08,1.03479E-07,5.86025E-08,5.26185E-08,3.16473E-08,8.59939E-09,2.01973E-08,4.12076E-08,2.90747E-08,3.44361E-06,3.2727E-07,3.07569E-08,2.04594E-08,2.09577E-08,1.43456E-08,8.83465E-09,1.82095E-08,1.37546E-07,1.02655E-06,1.13016E-06,1.10854E-06,3.60897E-07,2.85548E-07,1.35482E-07,5.42095E-08,5.25675E-08,1.12972E-07,5.17693E-08,4.09229E-08,1.08443E-07,5.89666E-08,1.498E-08,5.49283E-08,3.16984E-07,1.50492E-07,2.0391E-08,2.92672E-08,1.63562E-08,1.67805E-08,2.47429E-08,1.46168E-08,8.60568E-08,3.34781E-08,2.30168E-08,4.48486E-08,1.86904E-08,7.38281E-09,1.34256E-08,9.38088E-09,-947.49646,-0.017084945,-0.4739241,30.324743,10.262785,7.6092424,18.903656,29.127934,17.557533,-1.3433224,5.016284,-5.107788,18.945679,45.194653,14.269885,10.611494,14.922395,11.912021,9.508925,10.62228,9.868021,10.911215,10.250622,11.34676,12.663357,11.355529,-9.324375,-10.07845,-9.968724,-10.257069,-9.474128,-9.835554,0.96195126,0.87511104,0.95101005,0.8081226,0.9746316,0.7673882,-0.216817807,0.754328112
1,0,0.462121218,0.498562962,0.015151516,0.12215554,0.047138043,0.0277713,0.001877844,0.001168538,-3.691602707,0,-170.37546,102.090645,-194.21921,40.260414,-65.036285,-72.66805,-10.123975,-19.987734,-30.927792,8.650204,-18.774225,-1.1596088,-8.701985,121.47879,33.535877,31.283628,13.35957,11.89236,15.793289,9.084438,10.734685,9.983599,12.090996,10.581119,7.4830165,6.6644826,3.20271E-07,5.3618E-06,7.43613E-05,2.66702E-05,1.12853E-05,0.00024122,0.00037621,4.37133E-05,6.21112E-06,1.54674E-05,2.90704E-05,1.30183E-05,5.1977E-06,2.59837E-06,3.36159E-06,4.83859E-06,2.51511E-06,1.91166E-06,4.31654E-06,3.57903E-06,1.54055E-06,1.29529E-05,1.64413E-05,9.49086E-06,1.90731E-05,1.29654E-05,9.59626E-06,1.85795E-05,1.82001E-05,1.09264E-05,3.13152E-06,1.05437E-06,5.83878E-08,1.09256E-08,6.39256E-10,2.62078E-10,2.74825E-10,2.73675E-10,2.11895E-10,2.28803E-10,3.15322E-07,7.28533E-06,0.000110641,3.49961E-05,1.44947E-05,0.000335396,0.000522657,7.04896E-05,8.70013E-06,2.88638E-05,5.77293E-05,1.96545E-05,8.78758E-06,3.13388E-06,4.43745E-06,6.20414E-06,3.15122E-06,2.42916E-06,5.86232E-06,4.87167E-06,1.99289E-06,1.49804E-05,2.06982E-05,1.1289E-05,2.45922E-05,1.89271E-05,1.2748E-05,2.65373E-05,2.54828E-05,1.53308E-05,4.44183E-06,1.28563E-06,7.88921E-08,1.33838E-08,1.04266E-09,7.21694E-10,8.07138E-10,8.03992E-10,3.96024E-10,4.4166E-10,-793.0599,140.6515,-91.11899,90.10939,-58.12555,-17.783712,-4.576605,-33.931664,2.0324662,-26.047865,1.1172233,-1.2407094,-7.2177005,89.06211,24.552086,26.538502,18.11443,18.780798,8.179846,9.6536665,10.894572,7.9528823,10.090249,7.2792687,8.918669,6.6350756,-7.8620715,-6.928372,-7.543093,-8.015626,-7.237458,-12.151566,1.1716778,1.3677847,1.3841078,1.3036821,1.4638981,0.63175994,0.793899423,-0.709810387
1,0,1,0,0.015151516,0.12215554,0.011089651,0.005614827,0.00045953,0.000166957,8.771091461,0,-239.54942,61.935413,-80.093,36.568317,-45.495525,-5.686004,-30.083477,18.361673,-27.25084,4.8340073,-14.218381,3.8216445,-19.437035,101.19738,25.451887,20.006119,13.847924,12.27735,11.989929,10.700645,11.493626,11.23633,10.606804,9.214636,9.026002,9.214097,1.20301E-05,1.45496E-05,8.8148E-06,4.88618E-06,3.08273E-06,1.69231E-06,1.69029E-06,2.71567E-06,1.19916E-06,3.94184E-07,2.40512E-07,1.98298E-07,1.59679E-07,1.46207E-07,1.22702E-07,9.28989E-08,7.77311E-08,7.42982E-08,7.01017E-08,1.40758E-07,4.19799E-07,9.10333E-07,1.12499E-06,1.58005E-06,1.01906E-06,1.31978E-06,3.9533E-07,8.59715E-08,4.28541E-08,3.05669E-08,4.79777E-08,2.78814E-08,1.03789E-08,7.78392E-09,6.87923E-09,5.81848E-09,5.15064E-09,4.79789E-09,4.57566E-09,4.73935E-09,1.28607E-05,1.29135E-05,8.01019E-06,3.5713E-06,2.28469E-06,1.21167E-06,1.48304E-06,3.29825E-06,1.37415E-06,2.60739E-07,1.41993E-07,1.22971E-07,9.70405E-08,1.57865E-07,1.51086E-07,1.11999E-07,1.02256E-07,1.43976E-07,1.78531E-07,6.23436E-07,1.9586E-06,3.79248E-06,3.70243E-06,6.38758E-06,3.76109E-06,6.67903E-06,2.51338E-06,1.53119E-07,5.23674E-08,4.91197E-08,1.39602E-07,5.78606E-08,8.21146E-09,6.42604E-09,4.72125E-09,1.99198E-09,1.53506E-09,1.40393E-09,1.29607E-09,1.4818E-09,-893.39746,107.55686,16.733551,42.249187,5.666451,-7.4578786,6.7858257,4.86586,-2.0224524,-0.60845447,6.0854173,3.7756686,-0.66194963,51.75818,16.717215,16.777367,13.253436,13.490695,13.132697,11.15435,11.698487,11.060365,10.636635,9.990812,10.062424,8.934992,-6.9454837,-7.8724837,-8.746433,-9.3027725,-9.446512,-10.38528,1.2301323,1.0915408,1.0671517,0.99951935,1.0377476,0.72325504,-0.26793075,0.981863149
1,0,1,0,0.015151516,0.12215554,0.005521846,0.004465933,0.000383438,0.000300513,22.09457016,0,-415.44492,133.96666,-45.1464,11.083359,-25.235407,13.603454,-17.60176,15.578125,-8.1697,6.2660155,-5.9754567,-2.4614184,-7.7378516,83.00306,36.82975,13.771484,11.46086,11.337296,8.624562,9.49154,8.082478,8.122995,7.615733,7.2886806,6.2382655,6.0558314,6.16923E-05,2.92451E-05,1.81092E-06,1.22316E-06,3.67732E-07,2.34564E-07,2.10276E-07,2.49209E-07,2.99998E-07,1.68341E-07,3.53128E-08,2.40843E-08,2.39836E-08,2.17551E-08,1.22406E-08,8.30857E-09,5.40492E-09,4.34297E-09,3.22792E-09,2.38178E-09,1.71071E-09,1.44321E-09,1.08017E-09,8.56847E-10,5.61964E-10,4.26081E-10,3.31515E-10,2.78021E-10,1.99595E-10,1.30894E-10,1.01322E-10,8.70795E-11,7.23874E-11,6.88163E-11,7.03245E-11,7.27251E-11,6.87621E-11,6.3788E-11,7.70193E-11,7.73561E-11,0.000106398,6.25611E-05,2.70343E-06,1.31075E-06,3.37091E-07,3.40115E-07,2.52471E-07,2.96354E-07,5.33874E-07,3.128E-07,4.99009E-08,3.12477E-08,4.0924E-08,3.13949E-08,1.4044E-08,7.31348E-09,5.52128E-09,4.48893E-09,3.71916E-09,2.85827E-09,1.93532E-09,1.72143E-09,1.00909E-09,1.13918E-09,7.55808E-10,5.13675E-10,3.49128E-10,2.62291E-10,2.04984E-10,1.98352E-10,1.34936E-10,1.4775E-10,8.87379E-11,8.19518E-11,7.27238E-11,8.78486E-11,1.10666E-10,7.80246E-11,1.60475E-10,1.24269E-10,-1072.3628,174.02623,46.35827,19.08209,20.76131,9.950211,9.76726,10.228522,8.907401,10.387799,10.161497,8.076491,4.4375763,34.00573,27.096323,11.791842,9.544016,9.435958,8.968812,7.8005137,7.2675786,6.3756,7.028087,7.1861806,6.373616,6.2217627,-7.9303727,-8.895615,-10.004306,-10.797402,-11.917801,-12.754362,1.2026179,1.0445839,0.9379508,0.82948273,0.7485159,0.509262,-0.314097279,-0.28936521
1,0,0.695488751,0.46020034,0.022556391,0.148484334,0.037428163,0.024854939,0.001294116,0.000878499,-1.562419891,0,-138.45705,24.950485,-88.42118,63.890377,-89.45802,15.737898,-18.511148,0.25058964,-34.27796,13.416541,-25.619545,-5.93379,-6.1404963,144.91515,31.994217,24.407177,22.84736,15.097878,8.4953575,12.857474,7.567314,9.662897,6.9044733,9.448835,7.3792415,5.838143,4.09046E-05,5.17083E-05,4.91094E-05,3.04172E-05,2.19988E-05,6.46845E-06,5.42506E-06,4.85519E-06,5.06058E-06,7.60781E-06,3.43276E-06,5.49851E-06,2.2821E-06,1.25792E-06,1.35215E-06,2.18499E-06,5.875E-06,2.24566E-06,9.84855E-07,7.96831E-07,9.99715E-07,1.38415E-06,9.74664E-07,8.66633E-07,9.14795E-07,2.01665E-06,5.6523E-06,3.06631E-05,9.42956E-06,1.57148E-06,3.68186E-06,2.35989E-05,9.16076E-06,3.62921E-07,4.58163E-07,4.08447E-07,3.51902E-07,3.04248E-07,6.80997E-07,4.60428E-07,7.94371E-05,8.02023E-05,7.12099E-05,4.30005E-05,3.078E-05,8.81741E-06,7.47089E-06,6.56873E-06,7.12857E-06,1.16972E-05,5.05439E-06,9.74167E-06,4.55134E-06,2.54625E-06,2.6538E-06,4.41814E-06,1.51013E-05,5.2161E-06,2.2827E-06,1.96311E-06,2.41584E-06,3.57236E-06,2.23296E-06,1.6986E-06,1.69547E-06,3.82452E-06,1.0369E-05,5.39324E-05,1.79748E-05,2.31435E-06,5.74387E-06,3.59578E-05,1.60036E-05,5.67906E-07,8.23099E-07,8.05897E-07,5.89243E-07,5.17085E-07,1.10551E-06,7.90619E-07,-775.1742,49.301353,41.206585,39.77359,-26.221308,15.253544,12.423263,-12.3390665,11.569421,-1.51548,1.7620401,-9.8893795,-0.99370545,104.89753,15.152963,25.328924,17.042522,16.007381,7.9795485,7.1946435,8.863323,8.296023,5.998644,6.168119,5.9891043,5.452529,-6.403249,-7.261697,-8.046291,-8.623466,-8.465692,-8.796543,1.6379166,1.4518427,1.4522356,1.51617,1.5675893,1.1782553,0.948887057,-0.830173124
1,0,1,0,0.015151516,0.12215554,0.011949141,0.003593674,0.000574008,0.000160071,10.71472549,0,-189.44286,64.95605,-138.46794,16.615038,-62.148224,15.077693,-44.006165,10.798708,-28.633045,4.3248363,-20.675621,3.4237018,-10.382121,103.507484,28.497383,19.477434,12.80665,10.704141,9.611168,9.405275,8.556854,8.825419,6.7410026,7.0333996,5.7129726,5.3262863,6.51709E-06,5.26791E-06,4.39027E-06,8.44608E-06,5.89569E-06,3.93174E-06,3.09048E-06,3.44668E-06,4.0441E-06,7.16337E-06,3.3654E-06,2.46619E-06,2.83753E-06,2.8184E-06,1.51606E-06,1.92325E-06,2.26518E-06,1.26387E-06,1.08311E-06,1.25124E-06,1.04842E-06,6.54457E-07,5.45287E-07,5.74397E-07,4.99746E-07,3.68896E-07,2.92371E-07,1.36897E-07,7.89373E-08,7.55054E-08,8.55689E-08,7.96224E-08,6.54487E-08,5.04331E-08,3.43714E-08,1.71678E-08,1.48154E-08,1.92142E-08,1.90751E-08,2.3452E-08,1.90911E-05,9.91998E-06,4.14035E-06,7.18724E-06,4.55716E-06,3.57048E-06,3.00176E-06,3.37422E-06,5.29312E-06,1.20702E-05,3.13815E-06,3.30329E-06,3.40446E-06,4.00041E-06,1.49961E-06,2.34478E-06,2.57618E-06,2.14E-06,1.22722E-06,1.35141E-06,1.44894E-06,7.16941E-07,5.79781E-07,9.80291E-07,1.13486E-06,8.28534E-07,6.8788E-07,1.58791E-07,6.55391E-08,7.16993E-08,8.91533E-08,7.17455E-08,6.39632E-08,6.36836E-08,4.99923E-08,1.33571E-08,1.36621E-08,2.77259E-08,2.07152E-08,2.47161E-08,-819.8662,102.56128,-21.51288,5.012102,-1.7177761,-0.052154887,-3.5234945,0.5258292,-0.23135523,-4.5927634,2.1899192,-7.4590287,-1.0277256,63.501526,20.420172,12.32303,9.85685,9.456358,8.353307,7.5043344,7.386237,6.930212,6.623154,6.3635387,6.414607,5.734039,-7.1731606,-7.339823,-7.610098,-7.9249926,-8.79845,-9.822654,1.2374587,1.1075666,1.1379967,1.0845364,1.0445807,0.8209035,-0.079967024,0.083264633
0.989090919,0.103875302,0.814545453,0.388665736,0.039999999,0.195958659,0.033678386,0.048605289,0.001129961,0.001435003,-1.432435989,0,-321.61465,225.09526,-184.61322,5.1319823,-24.138025,-64.46541,10.700348,-18.334639,-20.786985,6.9653673,-11.985737,-12.919099,12.19231,156.63289,49.241165,16.28593,22.564268,10.0015,11.398066,11.155569,9.729263,9.029801,8.009991,6.213474,6.3728113,7.130648,1.25188E-05,4.46391E-05,0.000109663,0.000279671,0.000158056,0.000154805,9.40806E-05,4.91922E-05,3.49421E-05,2.44247E-05,1.3109E-05,1.16248E-05,6.62254E-06,5.03793E-06,5.08843E-06,3.34698E-06,1.79256E-06,1.89475E-06,1.62866E-06,1.18843E-06,7.57516E-07,6.00639E-07,5.42665E-07,4.74034E-07,4.28227E-07,2.86474E-07,2.33307E-07,1.92856E-07,1.65837E-07,1.03979E-07,1.85937E-08,2.04404E-11,1.74768E-12,1.48161E-12,1.2689E-12,1.09431E-12,9.49221E-13,8.2774E-13,7.25481E-13,6.39181E-13,5.52886E-05,0.000181392,0.000357978,0.001027045,0.000534219,0.000609389,0.000293071,0.000140346,9.916E-05,7.34274E-05,3.02017E-05,2.83577E-05,1.89166E-05,1.35617E-05,3.14851E-05,1.69277E-05,4.12617E-06,8.18018E-06,7.89721E-06,3.23678E-06,1.53894E-06,1.59488E-06,2.4089E-06,1.82347E-06,1.67098E-06,9.0506E-07,6.98022E-07,5.91447E-07,4.99438E-07,2.8579E-07,4.94378E-08,6.3923E-11,5.07574E-12,4.33402E-12,3.73249E-12,3.23298E-12,2.81407E-12,2.46081E-12,2.16176E-12,1.90823E-12,-903.89246,209.70601,-47.508434,27.899328,-12.096186,-24.4262,12.198943,-21.169786,2.6712573,2.7484426,-13.693343,6.616749,-7.9546247,102.26525,51.187977,26.592436,19.106634,7.9711366,10.064423,9.477836,13.303667,6.920135,6.495556,8.448727,6.946758,6.7255807,-6.987181,-6.797014,-7.7615767,-8.445744,-9.338529,-15.445071,1.8993973,1.879233,1.8417257,1.5149462,1.3085054,1.5461568,0.54987634,-0.322341303
1,0,1,0,0.015151516,0.12215554,0.005159167,0.002055828,0.000281451,0.000105487,27.27830505,0,-386.67776,88.83398,-48.30943,50.56078,-26.71478,7.1846805,-12.949104,3.3492107,-16.606735,1.985245,-11.448314,-1.032463,-5.642706,86.540245,28.60002,12.412236,14.069395,8.06926,9.52464,6.9869375,6.7386966,7.6380167,7.975818,6.5729194,6.3232102,6.5588045,1.89412E-05,1.16024E-05,2.18542E-06,9.89802E-07,4.33329E-07,1.46609E-07,5.04199E-08,3.55727E-08,3.15134E-08,2.5959E-08,1.51293E-08,1.1814E-08,8.32253E-09,6.35649E-09,5.17301E-09,4.76568E-09,4.60762E-09,3.66961E-09,2.94583E-09,2.77725E-09,4.65117E-09,2.25339E-09,1.63205E-09,1.17631E-08,1.04832E-08,2.24805E-09,1.91547E-09,2.09763E-09,3.82752E-09,2.01873E-09,1.31424E-09,1.06967E-09,8.60489E-10,7.70714E-10,8.94166E-10,1.28547E-09,7.6264E-10,2.39812E-10,1.2595E-10,1.09548E-10,1.82197E-05,1.0252E-05,1.70774E-06,6.76291E-07,2.73291E-07,9.51729E-08,3.0099E-08,2.30103E-08,1.85449E-08,1.6669E-08,1.28611E-08,1.44243E-08,5.91712E-09,4.23681E-09,3.21308E-09,3.15475E-09,3.31399E-09,1.82458E-09,1.83138E-09,2.1755E-09,8.24443E-09,1.56294E-09,9.79901E-10,2.64071E-08,2.44775E-08,2.51143E-09,1.85456E-09,1.06197E-09,2.0116E-09,1.34155E-09,1.37511E-09,1.61677E-09,1.48039E-09,2.26259E-09,2.71107E-09,5.36443E-09,3.52945E-09,3.15861E-10,3.44835E-11,3.01782E-11,-1047.5352,129.12808,38.674465,55.088306,15.166907,20.109715,14.370616,7.3030066,7.0647135,6.7843685,-0.32273808,4.291149,-4.083879,33.7897,19.723114,10.304767,11.810053,6.3349757,8.132224,7.458228,9.799934,8.165454,7.1891713,6.907153,5.6090417,6.185129,-7.731407,-9.3860035,-10.21568,-10.678062,-11.010814,-12.030282,1.156151,1.0052369,0.9192698,0.8674853,0.87375957,0.5605656,-0.836768343,0.727947238
