lowlevel.silence_rate_60dB.stdev,lowlevel.spectral_contrast_valleys.mean.0,lowlevel.spectral_contrast_valleys.stdev.2,lowlevel.spectral_contrast_valleys.stdev.3,lowlevel.spectral_contrast_valleys.stdev.4,lowlevel.spectral_contrast_valleys.stdev.5,lowlevel.spectral_flux.mean,lowlevel.gfcc.mean.0,lowlevel.spectral_rms.mean,metadata.audio_properties.replay_gain,arousal.arousal,valence.valence
0.105993323,-8.20934,0.9646829,0.8961086,0.9505084,0.68704385,0.008642504,-356.93704,0.000409111,23.453285,-0.668590272,0.947238252
0.497568876,-6.701316,1.3840133,1.0685148,0.95046973,0.76292723,0.051035304,-314.31726,0.002695536,-2.5511723,-0.159109646,-0.531739489
0,-8.563653,1.0954792,0.98826486,1.0582588,0.59847087,0.005991534,-366.87512,0.000235456,10.117027,-0.821929101,0.973619126
0.405450165,-6.920098,1.4405682,1.3513747,1.3197612,1.0283569,0.035670251,-187.69745,0.001283941,-1.2833767,0.510305029,-0.388293487
0,-8.228944,0.9084255,0.85078704,0.8234727,0.5481776,0.006445483,-393.4801,0.000296144,29.845085,-0.919208574,0.746084089
0,-8.213981,1.3097154,1.1595848,1.1933382,0.7976783,0.006091113,-272.4965,0.000280371,19.46708,-0.561417972,0.596042869
0.317368895,-6.8629184,1.0587404,0.9990287,1.0022587,0.8155377,0.025377925,-201.06274,0.001188035,14.618328,-0.277823578,0.241549876
0.49268958,-6.3839254,1.537938,1.4702955,1.4409592,1.0089602,0.066370621,-147.72585,0.00230482,-7.3196735,0.185490519,0.112943116
0.496020168,-6.4578977,1.5711415,1.510405,1.4695839,1.1051961,0.069352612,-154.00606,0.002455549,-7.341196,0.533388293,-0.591096455
0.232740313,-7.7226667,0.6225935,0.4831442,0.49676877,0.28724885,0.019130146,-379.6508,0.000739625,23.305386,-0.787304204,0.609233306
0,-7.847865,0.88729006,0.9081621,0.9039138,0.57945645,0.005739199,-271.7712,0.000276213,14.488228,-0.137675185,0.408079143
0.252057642,-5.4953284,1.3896618,1.3817517,1.3468112,1.2419484,0.092898726,-9.615137,0.003879357,-6.722315,0.945589448,-0.960428689
0.458584756,-6.4072933,1.4766972,1.5092242,1.573323,1.1749884,0.037359279,-138.94893,0.001291333,-1.5614929,0.531739489,-0.838417148
0.12215554,-4.7131624,1.2912683,1.1841427,1.1315215,0.81661683,0.137405023,-46.292904,0.009378,0.91352844,0.765869744,-0.4641385
0.477678448,-8.477323,1.6501703,1.5327922,1.6051636,1.8675525,0.090433136,-74.65683,0.003631726,-9.849049,0.861500412,-0.43940643
0,-8.412452,1.1949422,1.1849563,1.1642247,0.91583717,0.014902615,-159.80775,0.000673438,5.6894417,-0.09645507,0.655399835
0,-8.404343,1.1481341,1.0464594,0.9952021,0.71590483,0.021907398,-199.9805,0.00104072,8.238983,0.243198681,-0.467436109
0.412017077,-7.405572,1.2902555,1.25522,1.1487795,0.8901079,0.062056154,-73.135185,0.002504447,-2.7138023,0.629018961,0.157460841
0.199825674,-6.088185,0.9916301,0.93500507,0.8999039,0.63669646,0.020277888,-281.79623,0.001009724,8.144585,-0.340478153,0.459192086
0,-8.21121,0.9813624,0.9034566,0.88230014,0.6538498,0.004331213,-331.62155,0.000197496,27.379604,-0.788953009,0.50700742
0.122383729,-8.213551,0.9831481,0.85933024,0.93312085,0.61195016,0.008126889,-264.13904,0.000338139,12.446075,-0.398186315,0.441055235
0.351027489,-6.5928445,1.0129995,0.96326846,0.9818645,0.7470976,0.034611601,-204.86496,0.001483772,17.368275,-0.076669415,-0.060181369
0.477678418,-6.4330087,1.2876875,1.2184469,1.0986797,0.7011105,0.034909055,-147.71466,0.001662192,3.5307655,0.446001649,-0.455894477
0,-8.518577,1.0700846,1.0111065,0.9291167,0.7197098,0.004785237,-309.47754,0.000229273,20.537434,-0.44270404,0.544929926
0.12215554,-4.5097075,1.3832198,1.3907707,1.2762909,0.8553135,0.155966043,45.19169,0.007565787,-8.8392315,0.967023908,-0.967023908
0.475269347,-6.934323,1.4406948,1.4990066,1.5998102,1.1525048,0.058146998,-242.3134,0.002028534,-2.1652164,0.502061006,-0.497114592
0,-7.909101,0.99890554,1.0042031,1.0761504,0.6972631,0.008008642,-223.70439,0.000385563,11.898888,-0.50370981,0.693322341
0.216373786,-6.147413,1.1565892,0.95099115,0.8964769,0.46201766,0.025535656,-314.4285,0.001199303,11.218674,-0.325638912,-0.037098104
0.12215554,-2.6924489,1.5280199,1.5060085,1.4938976,1.2044538,0.681878209,219.52026,0.034716241,-18.634178,1,-0.996702391
0,-7.148947,1.0600073,1.0565982,1.0033709,0.7521702,0.008332648,-231.70973,0.000404184,15.926895,-0.427864798,0.495465787
0.321924925,-7.1443925,1.1891524,1.0252221,0.9513018,0.61557883,0.025105078,-213.84578,0.001306228,5.204586,0.498763397,-0.749381698
0.216373995,-8.191233,1.0136766,0.9888783,1.0748171,0.88454103,0.013909195,-275.52884,0.000587218,1.7086601,-0.046990932,0.312448475
0,-7.6603475,1.0211397,1.0275725,1.0548424,0.7353034,0.008150217,-242.74536,0.000384416,15.685215,-0.264633141,-0.259686727
0.287479907,-8.528013,1.0708022,1.1173973,1.2735698,1.1220782,0.015974406,-309.01727,0.000749901,0.26260757,0.018961253,-0.210222589
0.471404016,-8.860162,1.1135693,1.084313,1.0736006,1.2548591,0.09238942,-241.58456,0.002867226,1.434845,0.566364386,0.081615829
0.208298087,-5.2447815,1.4250164,1.3263693,1.3210642,0.9703816,0.078725077,-74.70392,0.004337793,-3.0537453,0.277823578,-0.35366859
0,-7.2657647,1.2390178,1.1533942,1.1283103,0.6820107,0.007546291,-282.59583,0.000357588,17.213547,-0.144270404,0.8928277
0,-7.9992704,0.9841634,0.948346,0.92713207,0.84911454,0.004766867,-376.03317,0.000273988,24.230682,-0.815333883,0.54987634
0.462742239,-13.055276,0.74791735,1.3094237,1.3621494,0.76148176,0.053551596,-468.68787,0.001464278,-10.677656,0.007419621,0.894476505
0.467231214,-7.274138,1.120026,0.9723145,0.9907511,0.642219,0.017910728,-229.87804,0.001636384,0.6066742,0.325638912,0.205276175
0.086708263,-6.3961344,1.1555324,1.0610962,1.0588467,0.73312765,0.016698847,-189.44388,0.000786344,10.7309265,-0.000824,0.088211047
0.297968864,-8.974972,1.007633,0.9818614,0.75092816,0.50060195,0.040302277,-270.26706,0.004386446,-6.305771,0.798845837,-0.882934872
0,-7.72229,0.87535435,0.8819755,0.89848816,0.57291186,0.007976234,-259.72186,0.000346038,9.134205,-0.574608409,0.864798021
0.230674699,-7.811464,1.1955401,1.5481323,1.486662,1.2790562,0.011710632,-281.64926,0.000679077,2.44664,0.363561418,-0.548227535
0.12215554,-5.399155,1.2554742,1.2132154,1.144081,0.80900216,0.055995218,-62.288116,0.004241327,-0.19723892,0.853256389,-0.780708986
0,-6.5136743,0.9672936,0.8584977,0.8767587,0.71988755,0.011716433,-313.2472,0.00060043,13.244778,-0.157460841,-0.136026381
0,-7.254311,1.1162615,1.0444417,0.9979012,0.7315734,0.009113072,-210.80475,0.000500328,14.5539055,0.043693322,-0.239901072
0.450980425,-5.6731515,1.5249695,1.4119105,1.406803,1.4155177,0.10242454,-112.92227,0.004159034,-11.499245,0.942291838,-0.508656224
0.136310712,-7.877421,1.2584761,1.1729522,1.1629585,0.9060391,0.032210946,-91.4616,0.001512022,5.2017555,0.462489695,-0.624072547
0.23149465,-5.019094,1.2259632,1.1124833,1.0235234,0.6966984,0.072740108,-147.4364,0.003982698,-4.2215614,0.483924155,-0.63561418
0.181462809,-6.879553,1.1098334,1.0078638,0.95699793,0.81469357,0.020295868,-205.05173,0.000885455,11.597778,-0.094806265,0.924154988
0,-10.264532,1.0701412,1.0780123,0.9947036,0.6261498,0.001411296,-485.7582,0.000477101,31.579586,-0.859851608,0.190436933
0,-7.2200413,1.0145246,0.97623533,0.92638576,0.5791042,0.008549605,-342.8694,0.000422958,21.691872,-0.774113768,0.825226711
0.440347135,-7.746089,1.6629546,1.616255,1.4806914,1.1464251,0.058385763,-90.060555,0.002354069,-2.314293,0.625721352,0.162407255
0.086384274,-6.6180463,1.3209069,1.2442544,1.2113695,0.77395284,0.014650844,-212.70311,0.000697541,11.151344,0.000824,-0.144270404
0,-7.179919,1.3646762,1.2440597,1.1598738,0.7924702,0.0105066,-244.08183,0.000542338,12.149586,-0.198680956,0.762572135
0,-6.6533275,1.0509026,1.0045187,0.9182241,0.66160244,0.011350647,-244.20161,0.000539007,17.2914,-0.33223413,-0.099752679
0,-7.4557076,0.9807604,0.8802341,0.85957175,0.71006405,0.005588599,-317.2394,0.000276163,22.305962,-0.516900247,0.455894477
0.410325408,-6.499263,1.5099369,1.4179606,1.2850487,0.7188408,0.032615729,-164.90538,0.001552304,4.0711594,0.248145095,-0.607584501
0.491220921,-6.220208,1.3759959,1.3350848,1.3179693,0.7521185,0.068052791,-165.48787,0.002315928,-7.5144234,0.754328112,-0.769167354
0.136310592,-4.769966,1.2748092,1.1493735,1.1187077,0.8572414,0.066268265,-22.28829,0.0041397,-0.6353016,0.858202803,-0.759274526
0.483882904,-6.4696693,1.5968424,1.5098149,1.5036709,0.7569253,0.064780325,-181.51633,0.002136306,-6.965189,0.014014839,-0.746084089
0.498562962,-7.8620715,1.3841078,1.3036821,1.4638981,0.63175994,0.047138043,-170.37546,0.001877844,-3.6916027,0.793899423,-0.709810387
0,-9.128473,0.7283562,0.71752584,0.6115605,0.33657998,0.00155551,-473.39035,9.52324E-05,28.829056,-0.983511954,0.940643034
0.438228041,-7.1693306,1.5828139,1.4519908,1.4179138,1.2417283,0.039624851,-216.7588,0.001421957,-2.4315758,0.309150866,-0.42126958
0,-7.4077454,1.1121398,1.0424874,0.94726586,0.5128189,0.00659595,-313.25714,0.000488159,12.853188,-0.424567189,-0.185490519
0,-7.7072644,1.2653124,1.2124231,1.212527,0.84226775,0.008132303,-257.14392,0.000360965,9.130409,-0.338829349,0.424567189
0,-8.037877,0.95466065,0.8490568,0.9554624,0.75189674,0.007355304,-268.29034,0.00030877,14.195511,-0.579554823,0.561417972
0,-7.185259,1.0781035,1.1301386,1.1146781,0.7881962,0.011509536,-200.36302,0.000550134,8.217724,-0.137675185,0.408079143
0.12215554,-5.4904904,1.2283283,1.1356589,1.2436427,1.0335773,0.081229396,83.772224,0.00579617,-7.8885975,0.988458368,-0.991755977
0.136310592,-6.787417,1.4708524,1.3428876,1.2405756,0.9552074,0.125387251,-39.724606,0.006032452,-8.792902,0.909315746,-0.881286068
0,-9.419214,0.9150131,0.8705881,0.9261343,0.81743246,0.00128101,-453.51724,5.24954E-05,34.76755,-0.826875515,0.647155812
0.362193197,-5.668015,1.2938076,1.2384723,1.1851645,0.8609597,0.050479002,-89.909065,0.002728858,-1.8540478,0.469084913,0.068425392
0.215601116,-7.9065905,1.1880271,1.1397063,1.2200403,0.9147121,0.014749219,-272.43286,0.000629169,2.2049103,-0.063478978,0.271228359
0.431937844,-6.6463876,1.5126362,1.4203156,1.4140177,1.2168909,0.040074743,-203.6081,0.001494972,-2.6820583,0.317394889,-0.637262984
0.286504537,-7.725169,1.2775327,1.253275,1.2730652,0.99521047,0.016179167,-230.32384,0.000780322,0.61099625,0.373454246,0.488870569
0,-7.9390345,1.2190104,1.1513354,1.1906823,0.7379659,0.009716289,-281.3378,0.000382443,4.041752,-0.61088211,0.938994229
0.496475816,-6.378109,1.5414592,1.4692317,1.4340774,1.1013384,0.069740392,-138.73152,0.002478441,-7.327389,0.61088211,-0.376751855
0,-7.860432,1.2233152,1.1444705,1.1459608,0.74102795,0.00846002,-296.56696,0.000364474,9.853363,-0.749381698,0.906018137
0,-8.888878,1.1721115,1.0715832,1.022229,0.7637811,0.002538063,-417.4998,0.000108132,25.860046,-0.864798021,0.315746084
0,-6.9535317,1.2412102,1.3421787,1.3498546,1.0016724,0.020131841,-203.05688,0.000682601,4.0319138,0.937345425,-0.798845837
0,-7.486388,1.191875,1.0598553,1.025875,0.77121365,0.005935755,-310.36404,0.000283268,21.916927,-0.637262984,-0.038746908
0.061198529,-7.2493696,1.4293909,1.3074433,1.2042984,1.1637568,0.021090243,-166.73946,0.000879022,9.682602,0.477328937,0.119538335
0.412017077,-7.2823462,1.2796617,1.2562145,1.13741,0.8927774,0.062147111,-70.758316,0.002509131,-2.7186947,0.69991756,0.140972795
0.419069469,-6.2764697,1.2751989,1.1837627,1.0768791,0.6967531,0.028675679,-145.7999,0.001623753,7.208187,0.157460841,-0.48227535
0,-7.3137236,1.0889558,1.0390594,1.07159,0.8917819,0.010620425,-224.40913,0.000485908,16.007187,0.023907667,-0.015663644
0,-8.656795,0.8955668,0.82250845,0.78455925,0.5085076,0.001838807,-435.88605,0.000103449,34.790005,-0.884583677,0.612530915
0,-9.554544,0.9199839,0.8626968,0.85843337,0.6724506,0.001746852,-353.8932,8.17595E-05,31.392479,-0.899422918,0.320692498
0.08670833,-6.612066,1.1347783,1.0956609,1.108488,0.92776203,0.021404846,-149.3463,0.000974351,10.009457,0.023907667,-0.015663644
0.369254917,-6.5974474,1.4581574,1.434267,1.2984351,1.0222601,0.063539602,-56.132267,0.002668336,-2.704834,0.879637263,0.040395713
0.497569114,-6.266481,1.8642893,2.0191774,2.0602984,0.70199245,0.075471774,-231.7575,0.002449601,-5.3908997,0.673536686,-0.943940643
0.374904752,-7.39014,1.2967148,1.3139819,1.3072006,0.95971847,0.019882714,-187.28691,0.001268574,1.2880249,0.600989283,0.023907667
0.377068847,-6.7548313,1.2512696,1.2263068,1.2041469,0.78522277,0.034643754,-214.01167,0.001189868,-1.5424709,0.360263809,-0.413025556
0,-7.3181725,1.1430196,1.0482183,0.9967195,0.6913346,0.01260542,-281.94125,0.000554572,13.032375,-0.060181369,0.277823578
0,-8.763962,1.1766796,1.0655113,0.9852883,0.76420003,0.002690252,-412.1562,0.000115443,25.860073,-0.716405606,0.014014839
0,-6.858256,1.0718601,1.0186179,1.0613606,0.76263726,0.014270319,-210.85364,0.000668287,10.883385,-0.145919209,0.953833471
0.386531502,-7.1630993,1.6026362,1.5317092,1.518243,0.52968985,0.034048863,-293.69485,0.001139781,-1.4321423,0.192085738,-0.770816158
0,-7.850217,0.9946727,0.9453278,0.837961,0.5688726,0.004634161,-349.6146,0.000333339,16.936134,-0.759274526,0.882934872
0,-8.546921,0.89125884,0.8069259,0.7771885,0.48032454,0.003682777,-445.7929,0.000173907,33.456074,-0.973619126,0.617477329
0,-9.72737,1.0871936,0.95034236,0.9643664,0.63475955,0.001352065,-423.24597,9.72419E-05,23.989773,-0.663643858,0.732893652
0,-7.585381,0.8704762,0.88348025,0.91681623,0.57423264,0.011365327,-241.59297,0.0004624,3.2681808,-0.416323166,0.777411377
0,-8.005322,0.9702003,0.91870075,0.8324314,0.54692334,0.004441991,-367.0458,0.000277873,19.34589,-0.661995054,0.637262984
0.216373697,-5.3315887,1.0600451,1.0166434,1.0304619,0.8269424,0.055158794,-184.04353,0.002918819,6.1774063,-0.091508656,-0.350370981
0,-9.211175,1.3237476,1.0664004,0.93403536,0.6711008,0.002081788,-484.9672,7.59062E-05,23.001049,-0.770816158,0.244847486
0,-8.685181,0.83362275,0.8246322,0.7433607,0.48997942,0.002899002,-438.11487,0.000144129,28.378609,-0.932399011,0.826875515
0,-8.850263,1.055791,0.89588594,0.9075108,0.7075248,0.004367553,-438.92035,0.000193496,31.028938,-0.889530091,-0.061830173
0,-7.0389104,0.5968961,0.6731964,0.60940564,0.45275843,0.012098866,-186.21849,0.000584397,7.6961823,-0.137675185,0.408079143
0.482103318,-9.787321,1.4516867,1.4946727,1.4699655,1.1949458,0.061410781,-104.97637,0.002580723,-6.9252872,0.877988458,-0.772464963
0.291807711,-8.268063,1.2229254,1.150949,1.2923284,1.048078,0.018752184,-263.5728,0.000818286,0.59944916,0.239901072,0.384995878
0,-8.82349,1.009041,0.88474596,0.98724437,0.6093493,0.005335028,-370.6597,0.000218745,10.120228,-0.813685078,0.663643858
0.086384289,-8.526214,1.0614539,0.9840612,0.88503927,0.4918334,0.004950165,-416.99872,0.000250586,23.310486,-0.950535862,0.922506183
0.121928461,-7.312456,1.0869313,0.92347395,1.1181575,0.61695284,0.007763033,-341.37457,0.000346763,13.46339,-0.523495466,0.830173124
0,-7.505017,1.2726912,1.22909,1.1781069,0.8391135,0.008683695,-257.94748,0.000402131,17.035782,-0.355317395,-0.065127782
0,-9.44521,0.65242815,0.5496253,0.5714299,0.29549557,0.001377455,-529.2761,6.52395E-05,41.962925,-0.993404782,0.996702391
0.376031458,-6.9842844,1.0010842,0.9740914,1.0344679,0.75872695,0.028583121,-217.98486,0.001314922,12.625587,-0.388293487,0.919208574
0,-6.754821,1.4653263,1.328775,1.2215371,0.7958802,0.019092565,-189.00288,0.000931111,9.313248,0.089859852,0.206924979
0,-7.4230256,1.2960502,1.2179619,1.22638,0.8319538,0.01267725,-236.51425,0.000529535,3.8577805,-0.142621599,0.719703215
0,-6.619355,1.181223,1.0803288,1.005146,0.6626155,0.01411151,-238.54036,0.000849755,12.466011,-0.136026381,-0.145919209
0.394794285,-6.918019,1.3040699,1.3551706,1.4147323,1.1369102,0.0304222,-263.87234,0.001227577,7.3268967,-0.035449299,-0.431162407
0,-9.211297,1.1023226,1.4269869,1.2428755,0.65032727,0.005463245,-393.44315,0.000209104,13.464409,-0.432811212,0.962077494
0.12215554,-4.3043203,1.2435688,1.2209833,1.2398573,0.9316295,0.115721256,24.58021,0.005762758,-2.9363632,0.787304204,-0.907666941
0.216373995,-8.150929,0.97806907,0.9679029,1.1034822,0.97952724,0.011932977,-322.08618,0.000550003,6.274166,-0.175597692,0.299258038
0.378188461,-7.2954006,1.2901814,1.3074201,1.2665758,0.8807118,0.020210881,-178.3876,0.001277177,1.2154274,0.404781533,0.231657049
0,-9.086776,1.1446561,0.96513826,0.93721354,0.8239614,0.004887613,-431.36185,0.000256936,25.035358,-0.810387469,-0.112943116
0,-7.396237,1.1887319,1.060314,1.0318216,0.812077,0.007580178,-250.99197,0.000356389,18.786701,-0.343775763,0.638911789
0,-8.798504,1.1491894,1.1668018,1.3080678,0.9098963,0.003325673,-347.07626,0.000146753,21.058971,-0.5713108,0.269579555
0,-7.777142,1.2717117,1.2321242,1.2140559,0.84002256,0.007634508,-260.8292,0.000336032,9.201012,-0.422918384,0.694971146
0.12215554,-3.8016183,1.4377668,1.3608804,1.3897281,1.2144275,0.366330624,161.06331,0.016422091,-16.044638,0.97856554,-0.840065952
